Product_ID,Revenue,Profit,Quantity_Sold,Transactions,Profit_Margin,Growth_Rate
1099,101773.87,-1412527.03,502,18,-13.879073577530265,1.9095722631134464
1092,90615.62,-1489514.78,548,19,-16.437726519997327,1.9268110074343041
1033,89130.41,-811225.91,404,18,-9.101561520921983,0.803817120944643
1090,88043.25,-1557972.62,590,20,-17.695537363738847,0.07297679011659586
1086,82269.70999999999,-671784.35,357,15,-8.165634107619926,1.3944904115266579
1089,82055.13,-1254831.18,390,14,-15.292537834014764,0.732720545381137
1048,81496.82,-860463.33,280,11,-10.558244235787358,0.3510141290094775
1001,81017.34,-809401.86,374,16,-9.99047685347359,
1062,76696.76,-1006258.73,506,19,-13.119963998479207,0.22270553280887095
1024,75136.67,-817982.3,398,14,-10.886592392236707,0.13136541711048433
1063,74874.63,-860574.96,373,13,-11.493545410508204,-0.023757587673846836
1075,73876.83,-907193.92,355,12,-12.279816554121231,0.44869851756955703
1096,73872.89,-707603.48,341,13,-9.578662483625589,0.05013662472254987
1036,73844.45,-808081.57,314,12,-10.943023747891683,0.5673049412975246
1002,71841.31,-605254.6900000001,308,13,-8.42488381684577,-0.11326007494198154
1004,70744.61,-720871.5,230,11,-10.189772761486706,0.17004796321717408
1095,70345.98,-321611.35,199,10,-4.5718511562423325,0.38162806921615666
1019,69845.79000000001,-819834.8,359,14,-11.737784052553488,0.590796692127781
1008,66573.72,-899737.51,407,13,-13.514905130733268,1.7262233535464726
1023,66412.38,-796846.36,309,13,-11.998461130289261,0.5592604566607573
1052,65938.45,-560997.27,277,12,-8.507892891021855,0.027080900176417844
1027,65891.25,-398237.00999999995,236,11,-6.04385271185476,1.2338462821522493
1051,64199.86,-557492.37,261,13,-8.683700712119933,0.13264002204595116
1016,63956.44,-612985.73,245,13,-9.584425430808844,0.5075426111921704
1058,63234.39,-1051592.5,452,15,-16.63007265508531,0.6699838664823994
1061,62727.09,-921747.29,391,12,-14.694564820398972,0.34158059770156224
1039,62364.51,-726623.19,279,12,-11.651229040362859,0.15156646768682625
1012,61964.990000000005,-528588.06,263,13,-8.530430812625001,2.244337134668417
1003,60463.0,-638863.72,255,12,-10.5661928782892,-0.15838115980902912
1047,60322.7,-832170.71,354,12,-13.795316025310537,0.8192069131593762
1069,60085.71,-732496.74,336,12,-12.190864350275632,1.0728831381737867
1014,59633.15,-280414.69,245,10,-4.702328989831997,0.0147299077330314
1054,59543.86,-1121930.51,348,12,-18.84208564913326,0.1102975755164115
1013,58767.51,-630073.2,294,10,-10.72145476301446,-0.05160139620776183
1044,58318.5,-364651.18,180,10,-6.252753071495323,1.994443808319859
1056,58055.0,-386201.37999999995,253,9,-6.65233623288261,1.010770289020304
1025,57284.34,-569379.38,296,10,-9.939529372250776,-0.23759809956975741
1050,56681.61,-529061.9600000001,265,9,-9.333926118188952,0.3522066727643063
1017,55854.55,-717807.9400000001,316,15,-12.851378088266758,-0.1266782516350191
1038,54156.24,-404223.1,208,10,-7.464017073563452,0.31587107552958615
1053,53628.74,-777988.87,309,11,-14.506939189695675,-0.18668485534615997
1042,53005.15,-366710.78,216,9,-6.918399061223297,3.9618861198637774
1087,51881.03,-515894.87,260,10,-9.94380547186515,-0.3693787178780622
1074,50995.31,-299255.65,231,10,-5.8682974963776084,1.0317738897824644
1094,50915.28,-616342.06,238,8,-12.105247383496664,0.037249298844517
1065,50350.08,-232256.14,105,8,-4.6128256399989835,0.34464560833032665
1020,49603.159999999996,-568859.0,201,7,-11.46820081623832,-0.2898188996072635
1032,49412.11,-802228.56,231,12,-16.235464545027526,4.051185408718622
1030,49091.020000000004,-868049.06,293,10,-17.682440902633516,0.19954120762383143
1093,49086.83,-501691.05,304,11,-10.220481746325847,-0.45829615247349187
1097,48134.56,-632160.79,215,9,-13.133199721779945,-0.34841374149569626
1005,48113.7,-550979.35,221,11,-11.451610456065529,-0.3198958903017488
1088,47356.24,-453257.16,150,9,-9.571223559978579,-0.08721472954565479
1035,47115.56,-639257.38,234,10,-13.567861233104308,0.7141825958415511
1021,46998.02,-508752.98,237,10,-10.824987520750874,-0.052519637861781376
1060,46756.11,-801545.5800000001,280,11,-17.143119476791377,0.0283390810159323
1078,46488.299999999996,-559744.75,249,8,-12.040551063385843,0.3023910072621667
1059,45467.6,-476499.02,227,10,-10.479968593020086,-0.2809672078753349
1028,45308.89,-706467.02,269,10,-15.59223852096134,-0.31236863771745116
1066,45099.479999999996,-278214.91000000003,158,8,-6.168916138279201,-0.10428186012812701
1067,44611.0,-742371.4299999999,333,10,-16.64099504606487,-0.010831167011238207
1018,43906.17,-238172.02,160,9,-5.4245683465444605,-0.21391954639326616
1009,43834.35,-419970.65,238,10,-9.580857250078992,-0.3415667623801104
1022,42592.229999999996,-274241.64,127,6,-6.438771578759789,-0.09374416198810076
1015,42424.3,-473780.13,224,10,-11.167659336748041,-0.2885785842270616
1049,41917.86,-806789.9,240,9,-19.24692481915823,-0.4856503603453485
1037,41156.19,-434732.6,164,7,-10.562994290773757,-0.44266373437678797
1082,41043.76,-363060.54,212,7,-8.845693961761787,0.11340076422643386
1029,40924.83,-565083.09,215,8,-13.807829867588941,-0.0967593776850415
1072,40513.020000000004,-475332.91,211,8,-11.732843169924136,0.3539497562002669
1045,40108.81,-564498.03,221,9,-14.074165501295104,-0.3122455138592385
1057,37865.27,-727718.0700000001,247,9,-19.218615633798468,-0.34776901214365696
1076,37812.68,-481657.36,199,8,-12.73798524727684,-0.48816591074630566
1064,37444.87,-361458.22,156,9,-9.653077177194097,-0.49989909799888155
1084,37430.82,-499275.69999999995,247,8,-13.338625763475125,3.644569769389693
1006,37357.090000000004,-524911.36,210,8,-14.05118439364522,-0.22356646859418405
1081,36863.42,-312170.99,210,7,-8.468313303540475,0.17443786092454028
1077,35694.58,-290057.14,167,7,-8.126083567869408,-0.05601560111581616
1098,34978.98,-266260.39,126,7,-7.612011270768901,-0.2733084087607739
1085,34357.92,-784936.43,270,8,-22.845865814927098,-0.08209544968558002
1046,33158.79,-428424.81,184,7,-12.92039938731178,-0.17327913742641576
1080,31388.14,-519151.27,210,8,-16.53972710711753,0.7605726154438124
1091,30960.53,-398615.76,158,5,-12.874965641738045,-0.6483486241137169
1010,30228.93,-498157.89,187,6,-16.479507875402803,-0.310382610897618
1071,29922.1,-351863.74,162,6,-11.759326384177582,0.14832148442372084
1026,29496.77,-405577.2,207,9,-13.74988515691718,-0.48508143761453826
1068,28986.54,-240020.16,130,5,-8.280400489330566,-0.3502378337181412
1055,28872.02,-531442.8,176,7,-18.40684510470691,-0.5151133970824195
1100,27882.489999999998,-569937.5900000001,239,9,-20.440699162807917,-0.7260348849857041
1034,27485.73,-290431.5,213,9,-10.566628574172853,-0.6916234313294418
1070,26057.25,-274955.25,131,7,-10.551967302766025,-0.5663319947455061
1073,25098.91,-721033.6300000001,278,7,-28.727686979235358,-0.3804729936203226
1007,24419.76,-407755.99,143,8,-16.697788594154897,-0.3463152510005465
1040,22823.47,-376833.67000000004,168,5,-16.510796561609606,-0.634031118018886
1043,19475.57,-154359.67,65,5,-7.925810130332515,-0.6325721179923083
1011,19099.43,-207960.78,75,4,-10.888323892388412,-0.3681737990726103
1079,17828.37,-264203.64,186,6,-14.819281852463238,-0.6164976994211446
1041,10682.46,-238952.94,151,4,-22.368718441257915,-0.5319528537948
1031,9782.28,-196321.98,64,3,-20.069143389884566,-0.8007317835318964
1083,8059.049999999999,-279084.4,125,4,-34.629937771821744,-0.8036473753866605
